Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	binding site:ATP	16	0.03864267600531337	0.024843764249874115	MAP2K1, MAP3K1, ROCK1, MAST4, MAST3, PLK2, TNK1, ILK, TTN, HSP90B1, KHK, STK11, SLK, MYO3A, RIPK1, PRKCQ	307	558	20063	1.8738864955109569	0.9999999999999974	1.0	1.0
BIOCARTA	h_fcer1Pathway:Fc Epsilon Receptor I Signaling in Mast Cells	4	0.009660669001328342	0.02510999497839074	PPP3CA, MAP2K1, MAP3K1, SOS1	28	39	1625	5.952380952380952	0.9233490746092285	0.4824422303342248	0.47288891884245793
UP_SEQ_FEATURE	zinc finger region:C2H2-type 7	14	0.0338123415046492	0.026029139507575537	ZNF771, ZNF461, ZNF195, ZNF250, ZNF628, ZNF417, ZNF614, ZNF525, ZNF800, ZNF404, ZNF335, ZFP28, ZNF189, ZNF662	307	463	20063	1.9760800894886064	0.9999999999999996	1.0	1.0
GOTERM_BP_DIRECT	GO:1902041~regulation of extrinsic apoptotic signaling pathway via death domain receptors	3	0.007245501750996256	0.02747529219692008	CASP8, TNFSF10, RIPK1	259	17	16792	11.441290029525321	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0032510~endosome to lysosome transport via multivesicular body sorting pathway	2	0.004830334500664171	0.030493752907309577	VPS4B, LYST	259	2	16792	64.83397683397683	1.0	1.0	1.0
UP_SEQ_FEATURE	domain:Protein kinase	14	0.0338123415046492	0.03239929485682125	MAP2K1, MAP3K1, ROCK1, MAST4, MAST3, PLK2, TNK1, ILK, TTN, STK11, SLK, MYO3A, RIPK1, PRKCQ	307	478	20063	1.9140692080192985	1.0	1.0	1.0
BIOCARTA	h_tcrPathway:T Cell Receptor Signaling Pathway	4	0.009660669001328342	0.034437331167722025	PPP3CA, MAP2K1, MAP3K1, SOS1	28	44	1625	5.275974025974025	0.9709713317415541	0.4824422303342248	0.47288891884245793
BIOCARTA	h_tnfr2Pathway:TNFR2 Signaling Pathway	3	0.007245501750996256	0.0345405302752473	MAP3K1, RIPK1, TNFRSF1B	28	18	1625	9.672619047619047	0.9712830233292596	0.4824422303342248	0.47288891884245793
INTERPRO	IPR004031:PMP-22/EMP/MP20/Claudin	4	0.009660669001328342	0.0345437483876068	CLDN19, NKG7, EMP1, CACNG1	296	45	18559	5.573273273273274	0.9999999998306195	1.0	1.0
UP_SEQ_FEATURE	zinc finger region:C2H2-type 3	17	0.04105784325564545	0.03548675462543194	ZNF771, ZNF396, ZNF461, ZNF195, ZNF250, ZNF876P, ZNF628, ZNF417, ZNF614, ZNF525, ZNF800, ZNF404, ZNF777, ZNF335, ZFP28, ZNF189, ZNF662	307	636	20063	1.746824616393174	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	41	0.09902185726361551	0.03588569228578034	ZNF771, ZNF396, ZNF891, ZNF195, ZNF250, CCNH, CRTC1, CIPC, NAB2, FOXK1, CHD3, FOXQ1, ZNF876P, SFR1, ZNF628, MIER2, ZNF525, ZNF800, ZNF404, POLR2I, TEAD2, ZNF189, ZNF662, ZNF461, ZHX3, CHURC1, EYA1, VDR, SWT1, HSFX2, PNRC2, MED28, ZNF417, POLR1C, ZNF614, ZNF777, HOXB1, ZNF335, AJUBA, TRIM33, ZFP28	259	1955	16792	1.3596895397406905	1.0	1.0	1.0
UP_KEYWORDS	Zinc	48	0.1159280280159401	0.03640425450010826	ZNF771, ZCCHC8, ZNF396, ZNF891, MOCS3, ZNF195, ZNF250, ROCK1, ZFAND4, IHH, CHD3, ADARB1, RASGRP1, PPP3CA, RAI1, MT2A, TRIM6, ZNF876P, ZNF628, TNFSF10, ZNF525, ZNF800, ZNF404, POLR2I, ZNF189, ZNF662, TRIM61, RNF44, ZNF461, ZHX3, CHURC1, MAP3K1, VDR, MBD1, NUP153, PARP12, TRAIP, DYTN, ZNF417, DPEP2, ZNF614, ZNF777, PRKCQ, ZNF335, AJUBA, TRIM33, MBTPS2, ZFP28	318	2348	20581	1.3230690109607535	0.9999857977543711	1.0	1.0
UP_KEYWORDS	Kinase	19	0.04588817775630962	0.03672252486178315	MAP2K1, MAP3K1, ROCK1, MAST4, MAST3, PLK2, TNK1, ILK, TTN, KHK, BCKDK, STK11, SLK, MYO3A, CDK2AP2, RIPK1, NME2P1, PRKCQ, SKP2	318	735	20581	1.6730372652205538	0.9999871420148306	1.0	1.0
UP_SEQ_FEATURE	zinc finger region:C2H2-type 4	16	0.03864267600531337	0.03696061114896067	ZNF771, ZNF461, ZNF195, ZNF250, ZNF876P, ZNF628, ZNF417, ZNF614, ZNF525, ZNF800, ZNF404, ZNF777, ZNF335, ZFP28, ZNF189, ZNF662	307	588	20063	1.7782800416583573	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0032438~melanosome organization	3	0.007245501750996256	0.037249077472177615	BLOC1S4, ASIP, LYST	259	20	16792	9.725096525096525	1.0	1.0	1.0
BIOCARTA	h_malPathway:Role of MAL in Rho-Mediated Activation of SRF	3	0.007245501750996256	0.03821324596706731	MAP2K1, MAP3K1, ROCK1	28	19	1625	9.163533834586465	0.9804584976922339	0.4824422303342248	0.47288891884245793
GOTERM_BP_DIRECT	GO:0007010~cytoskeleton organization	7	0.0169061707523246	0.038242272683276	CECR2, STRIP2, MAST4, MAST3, MSN, FITM2, AJUBA	259	161	16792	2.818868557998993	1.0	1.0	1.0
UP_KEYWORDS	Zinc-finger	38	0.09177635551261924	0.03863026367961415	ZNF771, ZCCHC8, ZNF396, ZNF891, ZNF195, ZNF250, ROCK1, ZFAND4, CHD3, RASGRP1, RAI1, TRIM6, ZNF876P, ZNF628, ZNF525, ZNF800, ZNF404, POLR2I, ZNF189, ZNF662, TRIM61, RNF44, ZNF461, ZHX3, MAP3K1, VDR, MBD1, NUP153, PARP12, TRAIP, DYTN, ZNF417, ZNF614, ZNF777, PRKCQ, ZNF335, TRIM33, ZFP28	318	1781	20581	1.3808898258698563	0.9999929201443297	1.0	1.0
GOTERM_CC_DIRECT	GO:0005634~nucleus	99	0.23910155778287648	0.04076094195542051	CRTC1, CCNH, NAB2, BCCIP, ADARB1, NUDT6, FOXQ1, STK11, MT2A, SOX15, OGFOD1, NME2P1, CPNE3, SKP2, PTRF, HOXA5, MAP2K1, NKX6-2, UBE4A, ARMC1, GRWD1, HIST1H2BF, S100A4, SPIN2A, ANAPC5, HOXB1, GEMIN7, AJUBA, RHNO1, ZCCHC8, ZNF396, CEMIP, NOTCH4, HSP90B1, RAI1, ZNF876P, DPP9, MIER2, XRRA1, ZNF662, VDR, TFPI2, XRCC3, XRCC1, MSN, PARP12, ZNF417, ZNF777, ZNF771, ACHE, ZNF891, ZNF250, WDR4, PTPN22, CHD3, PPP3CA, TRIM6, SFR1, IDH3B, ZNF404, ZNF800, ZNF525, TEAD2, RAB8A, ZHX3, TIGD4, HSFX2, TNFRSF1B, CDYL2, TAF6L, SYNPO2L, SAGE1, CLDN19, MCM5, HNRNPH2, ZNF195, VPS4B, CIPC, NEDD8, FOXK1, USP17L23, CECR2, TCOF1, PABPN1, ZNF628, POLR2I, ZNF189, ZNF461, EYA1, ERCC6L2, SWT1, MBD1, PNRC2, EIF3K, ZNF614, FAM98B, ZNF335, TRIM33, ZFP28	284	5415	18224	1.1731731106862784	0.9999934985970992	1.0	1.0
GOTERM_BP_DIRECT	GO:0006921~cellular component disassembly involved in execution phase of apoptosis	3	0.007245501750996256	0.040761063734437095	CASP8, ROCK1, PRKCQ	259	21	16792	9.261996690568118	1.0	1.0	1.0
KEGG_PATHWAY	hsa05206:MicroRNAs in cancer	10	0.024151672503320853	0.04500892173429705	MAP2K1, MIR342, ROCK1, MIR330, NOTCH4, MIR7-2, MIR200B, MIRLET7G, SOS1, MIRLET7B	114	286	6879	2.109863820390136	0.999874146211264	1.0	1.0
GOTERM_CC_DIRECT	GO:0036398~TCR signalosome	2	0.004830334500664171	0.04586969395316146	STK11, LCP2	284	3	18224	42.779342723004696	0.9999985958704068	1.0	1.0
GOTERM_MF_DIRECT	GO:0004792~thiosulfate sulfurtransferase activity	2	0.004830334500664171	0.04636164498688509	MPST, MOCS3	266	3	16881	42.30827067669173	0.9999999969417556	1.0	1.0
GOTERM_BP_DIRECT	GO:0042981~regulation of apoptotic process	8	0.019321338002656684	0.04664132280269365	SLK, CASP8, CARD18, GAS1, NME2P1, SKP2, TNFRSF1B, BBC3	259	213	16792	2.4350789421211956	1.0	1.0	1.0
INTERPRO	IPR000719:Protein kinase, catalytic domain	14	0.0338123415046492	0.047639008802300015	MAP2K1, MAP3K1, ROCK1, MAST4, MAST3, PLK2, TNK1, ILK, TTN, STK11, SLK, MYO3A, RIPK1, PRKCQ	296	487	18559	1.8024446417670237	0.9999999999999729	1.0	1.0
GOTERM_CC_DIRECT	GO:0043235~receptor complex	6	0.014491003501992512	0.04817049686811744	NRP1, LRP5L, VDR, RIPK1, GPRC5C, LRP6	284	127	18224	3.03160696462238	0.9999992977697373	1.0	1.0
UP_SEQ_FEATURE	zinc finger region:C2H2-type 2	16	0.03864267600531337	0.05088734067112483	ZNF771, ZNF396, ZNF461, ZHX3, ZNF250, ZNF876P, ZNF628, ZNF417, ZNF525, ZNF800, ZNF404, ZNF777, ZNF335, ZFP28, ZNF189, ZNF662	307	615	20063	1.7002092105611613	1.0	1.0	1.0
UP_SEQ_FEATURE	domain:AGC-kinase C-terminal	4	0.009660669001328342	0.05389275018997527	MAST4, ROCK1, MAST3, PRKCQ	307	56	20063	4.667985109353188	1.0	1.0	1.0
BIOCARTA	h_nfkbPathway:NF-kB Signaling Pathway	3	0.007245501750996256	0.054287639483296145	MAP3K1, RIPK1, TNFRSF1B	28	23	1625	7.569875776397515	0.9964382322429832	0.548305158781291	0.5374476308846319
BIOCARTA	h_gleevecPathway:Inhibition of Cellular Proliferation by Gleevec	3	0.007245501750996256	0.054287639483296145	MAP2K1, MAP3K1, SOS1	28	23	1625	7.569875776397515	0.9964382322429832	0.548305158781291	0.5374476308846319
UP_SEQ_FEATURE	compositionally biased region:Poly-Cys	3	0.007245501750996256	0.05525323018527511	DNAJC5, CYSTM1, SLC51A	307	25	20063	7.842214983713355	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0038095~Fc-epsilon receptor signaling pathway	7	0.0169061707523246	0.057141423061938305	PPP3CA, MAP3K1, IGKV1-17, PSME2, LCP2, PRKCQ, SOS1	259	178	16792	2.549650774369876	1.0	1.0	1.0
INTERPRO	IPR001909:Krueppel-associated box	12	0.028982007003985025	0.0577644998013145	ZNF891, ZNF461, ZNF195, ZNF250, ZNF417, ZNF614, ZNF404, ZNF525, ZNF777, ZFP28, ZNF189, ZNF662	296	402	18559	1.8716216216216217	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0043025~neuronal cell body	10	0.024151672503320853	0.05825597425776902	GRIA1, NRP1, CRTC1, ILK, TNFRSF1B, SOS1, TAC1, EIF4B, RAB8A, LRP6	284	315	18224	2.037111558238319	0.9999999669832151	1.0	1.0
INTERPRO	IPR000961:AGC-kinase, C-terminal	4	0.009660669001328342	0.05951464373516367	MAST4, ROCK1, MAST3, PRKCQ	296	56	18559	4.478523166023167	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0032447~protein urmylation	2	0.004830334500664171	0.060061131289750436	MOCS3, URM1	259	4	16792	32.41698841698842	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0070318~positive regulation of G0 to G1 transition	2	0.004830334500664171	0.060061131289750436	SOX15, RHNO1	259	4	16792	32.41698841698842	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0060535~trachea cartilage morphogenesis	2	0.004830334500664171	0.060061131289750436	HOXA5, LRP6	259	4	16792	32.41698841698842	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0034227~tRNA thio-modification	2	0.004830334500664171	0.060061131289750436	MOCS3, URM1	259	4	16792	32.41698841698842	1.0	1.0	1.0
INTERPRO	IPR008271:Serine/threonine-protein kinase, active site	10	0.024151672503320853	0.061182280526439245	MAP2K1, STK11, SLK, MAP3K1, MAST4, ROCK1, MAST3, PLK2, RIPK1, PRKCQ	296	312	18559	2.0095937283437286	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0016783~sulfurtransferase activity	2	0.004830334500664171	0.06133463729154592	MOCS3, URM1	266	4	16881	31.731203007518793	0.9999999999955643	1.0	1.0
INTERPRO	IPR023142:Microtubule-associated serine/threonine-protein kinase, pre-PK domain	2	0.004830334500664171	0.06208595624860359	MAST4, MAST3	296	4	18559	31.349662162162165	1.0	1.0	1.0
INTERPRO	IPR015022:Microtubule-associated serine/threonine-protein kinase, domain	2	0.004830334500664171	0.06208595624860359	MAST4, MAST3	296	4	18559	31.349662162162165	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005829~cytosol	63	0.1521555367709214	0.062256874021655494	NRP1, MOCS3, WDR4, ILK, SMG8, KHK, BBC3, PPP3CA, STK11, MT2A, TRIM6, CASP8, TAGAP, GRB10, MUC13, CPNE3, SKP2, PTRF, RAB8A, TMOD1, MAP2K1, KCTD7, ALDH1A3, RBP4, POLR1C, PSME2, EVL, PRKCQ, LCP2, ANAPC5, GEMIN7, SOS1, FXN, AJUBA, SEC23A, ROCK1, VPS4B, URM1, CIPC, NOTCH4, RPL36A, FAM109B, NEDD8, RASGRP1, HSP90B1, CRYZ, TYMP, TTN, BLOC1S4, RASSF10, DPP9, RIPK1, ASL, A2M, EIF4B, ABCF1, MPST, MAP3K1, PLK2, TNK1, FABP9, EIF3K, SPIRE2	284	3315	18224	1.219501625135428	0.9999999902708203	1.0	1.0
INTERPRO	IPR013087:Zinc finger C2H2-type/integrase DNA-binding domain	18	0.04347301050597754	0.06259000506798468	ZNF771, ZNF891, ZNF396, ZNF461, ZNF195, ZNF250, ZNF876P, ZNF628, ZNF417, ZNF614, ZNF525, ZNF800, ZNF404, ZNF777, ZNF335, ZFP28, ZNF189, ZNF662	296	712	18559	1.585095277862132	1.0	1.0	1.0
INTERPRO	IPR015880:Zinc finger, C2H2-like	19	0.04588817775630962	0.06279167630519275	ZNF771, ZNF891, ZNF396, ZNF461, ZHX3, ZNF195, ZNF250, ZNF876P, ZNF628, ZNF417, ZNF614, ZNF525, ZNF800, ZNF404, ZNF777, ZNF335, ZFP28, ZNF189, ZNF662	296	762	18559	1.563368979215436	1.0	1.0	1.0
UP_KEYWORDS	Metal-binding	68	0.1642313730225818	0.06318426619328585	ZNF771, ZNF891, NRP1, MOCS3, ZNF250, AMY2A, MAST4, ZFAND4, IHH, CHD3, ADARB1, HSPB11, PPP3CA, STK11, MT2A, TRIM6, OGFOD1, TNFSF10, IDH3B, ZNF800, ZNF525, ZNF404, NME2P1, TRIM61, RNF44, ZHX3, CYP3A43, TRAIP, DPEP2, SPARCL1, S100A4, PRKCQ, FXN, AJUBA, ZCCHC8, ZNF396, ZNF195, ROCK1, RASGRP1, TTN, RAI1, GLRA3, ZNF876P, CDH20, ZNF628, POLR2I, SLC25A24, ZNF189, ZNF662, ZNF461, CHURC1, MAP3K1, EYA1, KCNIP1, VDR, MBD1, CYP4F2, NUP153, PARP12, DYTN, ZNF417, ZNF614, ZNF777, ESYT1, ZNF335, TRIM33, MBTPS2, ZFP28	318	3640	20581	1.2090572949063516	0.9999999970629794	1.0	1.0
UP_SEQ_FEATURE	zinc finger region:C2H2-type 8	12	0.028982007003985025	0.06402907761051374	ZNF771, ZNF461, ZNF195, ZNF250, ZNF628, ZNF417, ZNF614, ZNF404, ZNF335, ZFP28, ZNF189, ZNF662	307	427	20063	1.8365843053192867	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0016779~nucleotidyltransferase activity	3	0.007245501750996256	0.0666466559894025	MOCS3, PCYT2, GMPPA	266	27	16881	7.051378446115288	0.9999999999995743	1.0	1.0
KEGG_PATHWAY	hsa04068:FoxO signaling pathway	6	0.014491003501992512	0.06909419695038048	MAP2K1, STK11, PLK2, TNFSF10, SKP2, SOS1	114	134	6879	2.7018853102906517	0.999999135790905	1.0	1.0
GOTERM_CC_DIRECT	GO:0046658~anchored component of plasma membrane	3	0.007245501750996256	0.0697356202904432	GAS1, PRSS8, PRSS42	284	28	18224	6.875251509054325	0.9999999990226852	1.0	1.0
GOTERM_MF_DIRECT	GO:0003677~DNA binding	35	0.08453085376162299	0.07109334216497633	ZNF771, ZNF891, ZNF250, SRRT, CHD3, ZNF628, MIER2, SOX15, ZNF525, ZNF800, ZNF404, LBR, HOXA5, TEAD2, ZNF189, ZNF662, ZNF461, TIGD4, ZHX3, ERCC6L2, VDR, MBD1, XRCC3, NUP153, KCTD7, TAF6L, ZNF417, POLR1C, HIST1H2BF, ZNF614, ZNF777, HOXB1, SOS1, TRIM33, ZFP28	266	1674	16881	1.3268722882475004	0.9999999999999408	1.0	1.0
UP_KEYWORDS	Isopeptide bond	25	0.06037918125830214	0.07130659169359474	ZNF195, ZNF250, URM1, NAB2, NEDD8, HNRNPR, CHD3, NUDT6, LRP6, TTN, RAI1, TCOF1, MSANTD2, ZNF800, A2M, PTRF, ABCF1, ZNF189, KCNIP1, MBD1, HSFX2, XRCC1, NUP153, HIST1H2BF, TRIM33	318	1132	20581	1.4293313998711026	0.9999999997864099	1.0	1.0
BIOCARTA	h_egfPathway:EGF Signaling Pathway	3	0.007245501750996256	0.07232990004611281	MAP2K1, MAP3K1, SOS1	28	27	1625	6.448412698412698	0.9994909628811512	0.5602339474663655	0.549140205932378
GOTERM_MF_DIRECT	GO:0003779~actin binding	9	0.02173650525298877	0.07252142744537765	TMOD1, SYNPO2L, MYO3A, SPIRE2, MSN, S100A4, EVL, KLHL4, MED28	266	278	16881	2.0545383242278357	0.9999999999999686	1.0	1.0
UP_SEQ_FEATURE	chain:Heterogeneous nuclear ribonucleoprotein H2	2	0.004830334500664171	0.0739759194604537	RPL36A, HNRNPH2	307	5	20063	26.14071661237785	1.0	1.0	1.0
UP_SEQ_FEATURE	chain:60S ribosomal protein L36a	2	0.004830334500664171	0.0739759194604537	RPL36A, HNRNPH2	307	5	20063	26.14071661237785	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0044332~Wnt signaling pathway involved in dorsal/ventral axis specification	2	0.004830334500664171	0.07450622469879548	LRP5L, LRP6	259	5	16792	25.933590733590734	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0022614~membrane to membrane docking	2	0.004830334500664171	0.07450622469879548	ROCK1, MSN	259	5	16792	25.933590733590734	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0008236~serine-type peptidase activity	4	0.009660669001328342	0.07647490076787136	DPP9, KLK15, PRSS8, KLK10	266	63	16881	4.029359112065879	0.9999999999999947	1.0	1.0
BIOCARTA	h_pyk2Pathway:Links between Pyk2 and Map Kinases	3	0.007245501750996256	0.07711180612130365	MAP2K1, MAP3K1, SOS1	28	28	1625	6.218112244897959	0.9996979644118918	0.5602339474663655	0.549140205932378
BIOCARTA	h_pdgfPathway:PDGF Signaling Pathway	3	0.007245501750996256	0.07711180612130365	MAP2K1, MAP3K1, SOS1	28	28	1625	6.218112244897959	0.9996979644118918	0.5602339474663655	0.549140205932378
BIOCARTA	h_hivnefPathway:HIV-I Nef: negative effector of Fas and TNF	4	0.009660669001328342	0.07765619073791204	MAP3K1, CASP8, RIPK1, TNFRSF1B	28	61	1625	3.805620608899297	0.9997154382314758	0.5602339474663655	0.549140205932378
UP_SEQ_FEATURE	zinc finger region:C2H2-type 10	10	0.024151672503320853	0.07888026354593886	ZNF461, ZNF195, ZNF250, ZNF628, ZNF417, ZNF614, ZNF404, ZNF335, ZFP28, ZNF189	307	341	20063	1.9164748249543877	1.0	1.0	1.0
UP_SEQ_FEATURE	compositionally biased region:Glu-rich	9	0.02173650525298877	0.07960726366920648	RSPH6A, ZNF771, SLK, ROCK1, SRRT, ZNF777, RGAG4, ABCF1, TTN	307	292	20063	2.0142675471866496	1.0	1.0	1.0
UP_SEQ_FEATURE	zinc finger region:C2H2-type 5	14	0.0338123415046492	0.07983978792273635	ZNF771, ZNF461, ZNF195, ZNF250, ZNF628, ZNF614, ZNF525, ZNF800, ZNF404, ZNF777, ZNF335, ZFP28, ZNF189, ZNF662	307	550	20063	1.6635001480604086	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0006363~termination of RNA polymerase I transcription	3	0.007245501750996256	0.08174105342384622	CCNH, POLR1C, PTRF	259	31	16792	6.274255822642919	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0042802~identical protein binding	18	0.04347301050597754	0.08202618527617267	MPST, VPS4B, NAB2, NUP153, LRP6, TTN, M1AP, CASP8, SLK, CEP57L1, DPP9, CLDN19, DACT3, PSME2, RIPK1, S100A4, ASL, SKP2	266	749	16881	1.5251312526978325	0.9999999999999996	1.0	1.0
UP_SEQ_FEATURE	nucleotide phosphate-binding region:ATP	22	0.05313367950730588	0.08249546451729199	MAP2K1, MYO5BP2, MAP3K1, ROCK1, MAST4, ERCC6L2, MAST3, PLK2, VPS4B, TNK1, XRCC3, KTI12, ILK, CHD3, TTN, KHK, STK11, SLK, MYO3A, RIPK1, MCM5, PRKCQ	307	994	20063	1.4464179212080301	1.0	1.0	1.0
INTERPRO	IPR011009:Protein kinase-like domain	14	0.0338123415046492	0.08250035688808144	MAP2K1, MAP3K1, ROCK1, MAST4, MAST3, PLK2, TNK1, ILK, TTN, STK11, SLK, MYO3A, RIPK1, PRKCQ	296	531	18559	1.6530895302081743	1.0	1.0	1.0
UP_SEQ_FEATURE	zinc finger region:C2H2-type 1	14	0.0338123415046492	0.0835864223592924	ZNF771, ZNF396, ZNF461, ZHX3, ZNF195, ZNF250, ZNF876P, ZNF628, ZNF417, ZNF777, ZNF335, ZFP28, ZNF189, ZNF662	307	554	20063	1.6514893166664706	1.0	1.0	1.0
BIOCARTA	h_tnfr1Pathway:TNFR1 Signaling Pathway	3	0.007245501750996256	0.08696971478380713	MAP3K1, CASP8, RIPK1	28	30	1625	5.803571428571428	0.9998979052251978	0.5855960795443014	0.5740001175731271
UP_SEQ_FEATURE	region of interest:2 X 16 AA Gly-rich approximate repeats	2	0.004830334500664171	0.08810311901294103	RPL36A, HNRNPH2	307	6	20063	21.783930510314878	1.0	1.0	1.0
UP_SEQ_FEATURE	region of interest:2 X 19 AA perfect repeats	2	0.004830334500664171	0.08810311901294103	RPL36A, HNRNPH2	307	6	20063	21.783930510314878	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0006361~transcription initiation from RNA polymerase I promoter	3	0.007245501750996256	0.09100880729275282	CCNH, POLR1C, PTRF	259	33	16792	5.893997893997893	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:1902042~negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	3	0.007245501750996256	0.09100880729275282	CASP8, TNFSF10, RIPK1	259	33	16792	5.893997893997893	1.0	1.0	1.0
UP_SEQ_FEATURE	compositionally biased region:Poly-Ser	13	0.03139717425431711	0.09113396226353357	MAP3K1, MAST3, SWT1, CIPC, FAM90A9P, TTN, DYTN, CECR2, RAI1, TCOF1, MUC13, ESYT1, MBTPS2	307	509	20063	1.6691027306528095	1.0	1.0	1.0
