Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0007050~cell cycle arrest	8	0.01777343316078292	0.011523585678266472	TBRG1, BARD1, PPP1R15A, PPM1A, CDKN2C, APC, RHEB, GAS7	292	141	16792	3.262799961138638	0.9999998138092445	1.0	1.0
UP_KEYWORDS	GTP-binding	13	0.028881828886272245	0.0122717308993796	RASL10B, SEPT1, EEF1A1, SEPT9, TUBB2B, RAB30, RAB41, RAB40B, RAB20, RAB26, RHEB, RABL6, RAB7A	341	343	20581	2.2875011755854415	0.9812384067037783	1.0	1.0
UP_KEYWORDS	Nucleotide-binding	43	0.09553220323920819	0.013084148136114094	YTHDC2, FLT4, ATP2A2, CLCN3, SMC3, KHK, SEPT9, RPS6KA6, ACTR3C, RAB41, RAB40B, RAB20, PPIP5K2, RAB26, DHX58, C10ORF2, MYH11, SPHK2, RASL10B, GLYCTK, SEPT1, UBE2QL1, CASK, DYRK1B, ABCA8, EEF1A1, DYNC1LI1, NT5C3B, LARS2, FER, TUBB2B, MAP3K15, RAB30, KARS, RHEB, ETNK1, MCM3, ULK2, PKN2, MCM6, RABL6, RAB7A, TAF1	341	1788	20581	1.4514866132640543	0.9856053819444334	1.0	1.0
GOTERM_MF_DIRECT	GO:0005525~GTP binding	14	0.03110350803137011	0.017059303137229285	RASL10B, SEPT1, EEF1A1, DYNC1LI1, SEPT9, TUBB2B, RAB30, RAB41, RAB40B, RAB20, RAB26, RHEB, RABL6, RAB7A	294	384	16881	2.093377976190476	0.9996347706753567	1.0	1.0
UP_KEYWORDS	Deafness	9	0.019995112305880785	0.017416151799529933	LARS2, TMIE, KARS, TMPRSS3, CDH23, OTOF, C10ORF2, CCDC50, SLC26A5	341	198	20581	2.743401759530792	0.996508452734551	1.0	1.0
GOTERM_BP_DIRECT	GO:0009117~nucleotide metabolic process	3	0.006665037435293595	0.020580855346639525	NT5C3B, NT5C1B-RDH14, REXO2	292	13	16792	13.27081138040042	0.9999999999991586	1.0	1.0
UP_KEYWORDS	Prenylation	8	0.01777343316078292	0.02184725856519772	RAB30, RAB41, RAB40B, RAB20, RHEB, RASL10B, RAB26, RAB7A	341	168	20581	2.8740399385560678	0.9991853898521642	1.0	1.0
SMART	SM00502:BBC	3	0.006665037435293595	0.024145376329601384	TRIM9, FSD1L, TRIM2	165	15	10057	12.19030303030303	0.9846941929118362	1.0	1.0
INTERPRO	IPR005225:Small GTP-binding protein domain	8	0.01777343316078292	0.026371744744801317	SEPT9, RAB30, RAB41, RAB40B, RAB20, RHEB, RAB26, RAB7A	322	167	18559	2.7610369323464865	0.9999999909538031	1.0	1.0
INTERPRO	IPR003649:B-box, C-terminal	3	0.006665037435293595	0.02699237576512392	TRIM9, FSD1L, TRIM2	322	15	18559	11.527329192546585	0.9999999941849078	1.0	1.0
GOTERM_BP_DIRECT	GO:0007264~small GTPase mediated signal transduction	10	0.02221679145097865	0.027696920146352635	RAB30, RAB41, RAB40B, RAB20, RHEB, RASL10B, RAB26, RAP1GDS1, RABL6, RAB7A	292	246	16792	2.3376768014255482	1.0	1.0	1.0
UP_KEYWORDS	Hydrolase	39	0.08664548665881673	0.027884709353615977	PHLPP1, AHCYL1, USP16, YTHDC2, TMPRSS3, ISG20L2, HTRA1, GDPD2, ATP2A2, PLA2G6, CPZ, THSD4, PLD3, GLB1L3, PSMB4, DHX58, C10ORF2, USP51, JUNB, DIS3L2, CTSA, APOBEC3G, MME, OVCH1, DNASE2B, AMY1C, REXO2, SGPP1, TSN, NT5C3B, PPM1A, XPNPEP2, XPNPEP3, MCM3, PLBD1, MCM6, NT5C1B-RDH14, LPIN2, TRABD2B	341	1671	20581	1.4086407598308912	0.9998890510163397	1.0	1.0
GOTERM_MF_DIRECT	GO:0051287~NAD binding	4	0.00888671658039146	0.027918147925501156	GRHPR, HSD11B2, ADH4, AHCYL1	294	38	16881	6.0440386680988185	0.9999977955297612	1.0	1.0
UP_SEQ_FEATURE	compositionally biased region:Poly-Pro	14	0.03110350803137011	0.027948391770012224	PPP1R15A, CEBPB, PHLPP1, KCNC3, WAS, DYRK1B, FASLG, MLLT1, SOX3, THAP7, E2F2, NCKAP5, CCDC50, GAS7	340	421	20063	1.9622886684364955	0.9999999999999181	1.0	1.0
GOTERM_BP_DIRECT	GO:0007605~sensory perception of sound	7	0.015551754015685055	0.0284053853618979	TMIE, TIMM9, TMPRSS3, CDH23, OTOF, CCDC50, SLC26A5	292	133	16792	3.0266762797404465	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0008191~metalloendopeptidase inhibitor activity	3	0.006665037435293595	0.030692212676910427	BST2, LXN, TIMP2	294	16	16881	10.765943877551019	0.9999994079166589	1.0	1.0
KEGG_PATHWAY	hsa03030:DNA replication	4	0.00888671658039146	0.031107504576840393	POLE4, PRIM1, MCM3, MCM6	133	36	6879	5.746867167919799	0.9961584702003994	1.0	1.0
GOTERM_BP_DIRECT	GO:2000785~regulation of autophagosome assembly	3	0.006665037435293595	0.034293985838341194	RAB20, RNF5, RAB7A	292	17	16792	10.148267526188556	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0051100~negative regulation of binding	2	0.00444335829019573	0.03436005796049579	CYP2D6, P2RY1	292	2	16792	57.50684931506849	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:2000642~negative regulation of early endosome to late endosome transport	2	0.00444335829019573	0.03436005796049579	SNX3, SNX12	292	2	16792	57.50684931506849	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0071862~protein phosphatase type 1 activator activity	2	0.00444335829019573	0.03441333550095897	PPP1R15A, PHACTR4	294	2	16881	57.41836734693877	0.9999998990795389	1.0	1.0
INTERPRO	IPR016040:NAD(P)-binding domain	8	0.01777343316078292	0.036438883087681485	DHRS12, GRHPR, HSD11B2, ADH4, AHCYL1, PYCR2, NT5C1B-RDH14, LDHAL6A	322	179	18559	2.5759394843679515	0.999999999993265	1.0	1.0
GOTERM_MF_DIRECT	GO:0008157~protein phosphatase 1 binding	3	0.006665037435293595	0.03825667818515366	PPP1R15A, FER, PHACTR4	294	18	16881	9.569727891156461	0.9999999838852902	1.0	1.0
UP_KEYWORDS	Signal-anchor	14	0.03110350803137011	0.040143565276968995	MME, TMPRSS3, FASLG, CLEC9A, FUT1, ASGR1, HS6ST2, PLD3, BST2, OTOF, KLRF2, CLEC1B, PAG1, B4GALT5	341	455	20581	1.8570719602977666	0.9999981361009915	1.0	1.0
INTERPRO	IPR012337:Ribonuclease H-like domain	5	0.011108395725489325	0.04100198712600688	GIN1, KIAA1586, ISG20L2, REXO2, JUNB	322	75	18559	3.8424430641821945	0.999999999999749	1.0	1.0
GOTERM_BP_DIRECT	GO:0034976~response to endoplasmic reticulum stress	5	0.011108395725489325	0.04121008262731651	PPP1R15A, CEBPB, ATP2A2, PLA2G6, THBS4	292	75	16792	3.8337899543378993	1.0	1.0	1.0
UP_KEYWORDS	Polymorphism	216	0.4798826953411388	0.04156860700228179	ZNF177, OR2M7, SLC23A1, FAM159B, HS6ST2, SOX3, RPS6KA6, GOLGA5, CYP2D6, KIAA1586, DHX58, RASSF6, FAM53C, MS4A15, NCKAP5, JUNB, GIN1, UNC5B, BOLA1, OR1J2, VWA5B1, TRHR, LARS2, DYNC1LI1, KARS, THAP7, PLBD1, MAGEB3, ULK2, LETMD1, FREM1, CCNO, RABL6, ASTN1, BEX1, LXN, PLA2G6, ADH4, HSD11B2, MAATS1, SCFD2, TSPAN6, OTOF, SARAF, SLC19A1, BARD1, GSTM2, APOBEC3G, DNASE2B, C12ORF71, RASSF7, ABCA8, BST2, AIMP2, TF, BPIFB3, TMCC3, MTMR10, SETD3, SETD9, CLEC9A, MRPL35, MS4A4A, KHK, ZCWPW1, TRIM9, EDRF1, TNFAIP8L1, FCRL1, EDN1, SPHK2, KRTAP15-1, IZUMO1, TMC8, WDR35, IL17RC, TUBB2B, CD200R1, ZEB1, KRT39, SCAND2P, GPRC5D, OR8K5, PHLPP1, TMPRSS3, PRIM1, ARNTL2, TMEM164, SLC7A3, PSMB4, PRAMEF4, CUX2, HIST2H4B, PLEKHG4B, C10ORF2, AHSP, PEX16, RANBP2, LRRC25, CDKN2C, GLYCTK, KRT10, PNMA2, FABP7, CCNYL2, PKN2, FRA10AC1, ZNF692, NCF1, IL5RA, BEST3, COMP, PPIP5K2, SLCO2B1, ADORA3, TMEM38B, SLC16A4, ZNF440, MORC4, TTC21A, CASK, DYRK1B, IPCEF1, PRPF6, TMEM257, OR2L13, OR52E5, KANK4, GOLGA8A, HIST1H2BC, CHRNA3, YTHDC2, HTRA1, CHRD, ISG20L2, MRI1, SPATA4, FUT1, PLD3, GLB1L3, ARHGAP12, KCNV1, NPC1L1, CDH23, OR4A47, MYH11, ARHGEF37, RASL10B, LINC00271, GFPT2, HPS3, INHBC, IGSF10, GRHPR, FER, MAP3K15, COL5A1, RHEB, PLXNB1, DYNLRB1, FLT4, FASLG, CPZ, SEPT9, CA4, CLEC1B, CCDC50, DIS3L2, PCDHGA6, OVCH1, SEPT1, VPS37A, APOA4, OR10Q1, CKAP5, NT5C3B, ACOX1, IFNK, MCM3, CHI3L1, MCM6, SFT2D1, L3MBTL4, FAM60A, B4GALT5, PPP1R15A, TRIM50, CEBPB, USP16, TGFBRAP1, ITIH6, RAP1GDS1, LRP4, THBS4, FBXL21, PRRG3, C6ORF201, RAB20, EPS8L1, E2F2, HES2, IGBP1, PTCD1, TXNRD2, TSHR, ASXL1, POLE4, APC, XPNPEP2, XPNPEP3, CCDC63, RGS12, TRIM38, ZNF730, TRMT61A, TAF1	341	12043	20581	1.0825081093822406	0.9999988448143386	1.0	1.0
GOTERM_BP_DIRECT	GO:0030514~negative regulation of BMP signaling pathway	4	0.00888671658039146	0.042847441220269074	PPM1A, HTRA1, CHRD, MINOS1-NBL1	292	45	16792	5.111719939117199	1.0	1.0	1.0
UP_KEYWORDS	Disease mutation	54	0.1199706738352847	0.045795565125250695	NCF1, FLT4, KCNC3, RORC, ATP2A2, SMC3, KHK, COMP, SOX3, SEPT9, TRIM2, CA4, MNX1, DIS3L2, EDN1, CASK, VPS37A, WDR35, LARS2, TUBB2B, ZEB1, PRPF6, KARS, ACOX1, AGPS, FREM1, CCNO, RAB7A, TMPRSS3, HTRA1, WAS, LRP4, PLA2G6, HSD11B2, CDH23, OTOF, C10ORF2, MYH11, PCBD1, PEX16, CTSA, GLYCTK, HPS3, PYCR2, KRT10, TSHR, TMIE, TF, COL5A1, GJB4, APC, XPNPEP3, LPIN2, TAF1	341	2550	20581	1.2781024667931689	0.9999997216823893	1.0	1.0
GOTERM_MF_DIRECT	GO:0000175~3'-5'-exoribonuclease activity	3	0.006665037435293595	0.046448086550775695	ISG20L2, REXO2, DIS3L2	294	20	16881	8.612755102040815	0.999999999684937	1.0	1.0
GOTERM_CC_DIRECT	GO:0005604~basement membrane	5	0.011108395725489325	0.047526851046759896	COL5A1, CASK, SMC3, FREM1, THBS4	315	79	18224	3.6616435603777377	0.9999996088164006	1.0	1.0
GOTERM_BP_DIRECT	GO:0048812~neuron projection morphogenesis	4	0.00888671658039146	0.05031046002028921	NYAP1, MINOS1-NBL1, PLXNB1, MNX1	292	48	16792	4.792237442922374	1.0	1.0	1.0
INTERPRO	IPR007237:CD20-like	3	0.006665037435293595	0.050455421310623916	MS4A15, MS4A4E, MS4A4A	322	21	18559	8.233806566104702	0.9999999999999998	1.0	1.0
INTERPRO	IPR024665:Thrombospondin/cartilage oligomeric matrix protein, coiled-coil domain	2	0.00444335829019573	0.0509989714894731	COMP, THBS4	322	3	18559	38.42443064182194	0.9999999999999998	1.0	1.0
GOTERM_BP_DIRECT	GO:0048388~endosomal lumen acidification	2	0.00444335829019573	0.05109628328174511	FASLG, CLCN3	292	3	16792	38.337899543378995	1.0	1.0	1.0
SMART	SM00034:CLECT	5	0.011108395725489325	0.05173772359333127	KLRF2, CLEC9A, CLEC1B, FREM1, ASGR1	165	86	10057	3.54369274136716	0.9998865592645076	1.0	1.0
INTERPRO	IPR027417:P-loop containing nucleoside triphosphate hydrolase	23	0.0510986203372509	0.05282031179286828	RASL10B, YTHDC2, SEPT1, CASK, ABCA8, SMC3, HS6ST2, EEF1A1, DYNC1LI1, SEPT9, RAB30, RAB41, RAB40B, RAB20, RAB26, RHEB, DHX58, MCM3, C10ORF2, MYH11, MCM6, RABL6, RAB7A	322	879	18559	1.5081261173411342	1.0	1.0	1.0
UP_KEYWORDS	Glycoprotein	89	0.19772944391370997	0.05419620945710384	OR2A1, LGALS3BP, FLT4, OR2M7, KCNC3, SLC23A1, IL5RA, FASLG, CLEC9A, CPZ, ASGR1, HS6ST2, COMP, ADORA3, SLCO2B1, CA4, CLEC1B, FCRL1, PCDHGA6, MME, OVCH1, UNC5B, IZUMO1, AMY1C, TMC8, OR1J2, OR10Q1, CYB561A3, IL17RC, VWA5B1, TRHR, CD200R1, OLFM3, OR2L13, PCDHGB1, MCM3, PLBD1, KLRF2, CHI3L1, C19ORF24, CD47, OR52E5, MCM6, HIST1H2BB, FREM1, TRABD2B, RABL6, HIST1H2BC, ASTN1, B4GALT5, OR8K5, CEBPB, TMEM87B, CHRNA3, TMPRSS3, ITIH6, CHRD, LRP4, GDPD2, CLCN3, LYPD6, TRBV12-3, FUT1, THBS4, PLD3, SLC7A3, APELA, NPC1L1, STC2, TSPAN6, P2RY1, CDH23, OR4A47, NPTX2, SLC19A1, LRRC25, CTSA, DNASE2B, M6PR, ABCA8, INHBC, TSHR, BST2, IGSF10, TF, BPIFB3, XPNPEP2, PLXNB1, SLC26A5	341	4551	20581	1.180307766460402	0.9999999838587125	1.0	1.0
GOTERM_CC_DIRECT	GO:0012506~vesicle membrane	3	0.006665037435293595	0.054508065095755925	WAS, ATP2A2, CLCN3	315	22	18224	7.88917748917749	0.999999957896124	1.0	1.0
GOTERM_CC_DIRECT	GO:0030904~retromer complex	3	0.006665037435293595	0.054508065095755925	SNX3, M6PR, RAB7A	315	22	18224	7.88917748917749	0.999999957896124	1.0	1.0
GOTERM_MF_DIRECT	GO:0030246~carbohydrate binding	8	0.01777343316078292	0.05487720764074955	GFPT2, KLRF2, CHI3L1, CLEC9A, CLEC1B, NPTX2, FREM1, ASGR1	294	196	16881	2.343606830487297	0.9999999999946961	1.0	1.0
UP_SEQ_FEATURE	topological domain:Cytoplasmic	71	0.1577392193019484	0.056034491367552744	OR2A1, FLT4, OR2M7, KCNC3, ATP2A2, IL5RA, FASLG, CLEC9A, BEST3, ASGR1, HS6ST2, MS4A4A, GOLGA5, ADORA3, CLEC1B, TMEM38B, SLC16A4, FCRL1, PAQR8, PCDHGA6, MME, UNC5B, IZUMO1, TMC8, OR1J2, OR10Q1, IL17RC, TRHR, GJD2, CD200R1, OR2L13, PCDHGB1, CD47, OR52E5, GPRC5D, SFT2D1, TRABD2B, B4GALT5, OR8K5, CHRNA3, TMPRSS3, GOSR1, LRP4, GDPD2, CLCN3, FUT1, PLD3, SLC7A3, KCNV1, PRRG3, NPC1L1, TSPAN6, P2RY1, CDH23, OTOF, OR4A47, PAG1, SLC19A1, OR4F5, VTI1B, LRRC25, PEX16, M6PR, TSHR, BST2, TMIE, GJB4, PLXNB1, ADAM21P1, SLC26A5, TMEM229B	340	3456	20063	1.2122761778322442	1.0	1.0	1.0
UP_KEYWORDS	Phosphoprotein	152	0.33769523005487545	0.05611404732735784	SH3GL3, ZNF692, AHCYL1, NCF1, MYT1L, SLC23A1, SMC3, RPS6KA6, GOLGA5, DPYSL5, PPIP5K2, SLCO2B1, ADORA3, RASSF6, FAM53C, KAT7, TMEM38B, JUNB, MNX1, SSX1, GIN1, UNC5B, BOLA1, CASK, DYRK1B, PDZK1, VWA5B1, EEF1A1, LARS2, DYNC1LI1, PRPF6, KARS, THAP7, ULK2, HIST1H2BB, CCNO, RABL6, HIST1H2BC, ASTN1, CHRNA3, TMEM87B, BEX1, NYAP1, YTHDC2, ARHGAP12, SNX3, ADH4, MAATS1, STC2, MYH11, PAG1, SLC19A1, VTI1B, BARD1, GSTM2, RBPMS, APOBEC3G, GFPT2, M6PR, PYCR2, MOB1B, AIMP2, IGSF10, GRHPR, TF, FER, MAP3K15, RHEB, BCL3, TMCC3, PLXNB1, MTMR10, SETD3, SOWAHC, FLT4, KCNC3, SNX12, ATP2A2, ASGR1, ZCWPW1, SEPT9, TRIM9, METTL14, FSD1L, RSRC1, TRIM2, EFHD2, WHSC1, CLEC1B, CCDC50, DIS3L2, PHACTR4, FCRL1, MME, SPHK2, EXOC7, IZUMO1, TMC8, SEPT1, VPS37A, APOA4, REXO2, CKAP5, TSN, PPM1A, TUBB2B, ZEB1, ACOX1, AGPS, MCM3, C19ORF24, MTFR1, MCM6, CD47, SFT2D1, GAS7, RAB7A, PPP1R15A, CEBPB, USP16, PHLPP1, GOSR1, WAS, MLLT1, LIN9, RNF5, SLC7A3, TBRG1, PSMB4, CUX2, HIST2H4B, E2F2, EPS8L1, RANBP2, IGBP1, LRRC25, GLYCTK, FABP9, KRT10, SGPP1, ASXL1, POLE4, HILS1, APC, RGS12, PKN2, TRIM38, PPP1R14D, LPIN2, TRMT61A, FRA10AC1, TAF1	341	8246	20581	1.1125315891184777	0.9999999916037312	1.0	1.0
UP_KEYWORDS	Lipid-binding	8	0.01777343316078292	0.05911264225224915	PAQR8, SNX3, SH3GL3, FER, NCF1, FABP7, FABP9, SNX12	341	209	20581	2.310233060657509	0.999999996986176	1.0	1.0
GOTERM_BP_DIRECT	GO:0009617~response to bacterium	3	0.006665037435293595	0.05963283137521445	SNX3, CD47, RNF5	292	23	16792	7.500893388921977	1.0	1.0	1.0
UP_KEYWORDS	Neuropathy	5	0.011108395725489325	0.062022424876812886	KARS, TRIM2, OTOF, C10ORF2, RAB7A	341	90	20581	3.353046594982079	0.9999999988883433	1.0	1.0
GOTERM_BP_DIRECT	GO:0016311~dephosphorylation	5	0.011108395725489325	0.06231143969048819	NT5C3B, PPM1A, PPIP5K2, LPIN2, SGPP1	292	86	16792	3.343421471806307	1.0	1.0	1.0
UP_KEYWORDS	Lectin	7	0.015551754015685055	0.06483985068474088	KLRF2, CHI3L1, CLEC9A, CLEC1B, NPTX2, FREM1, ASGR1	341	171	20581	2.470665912092058	0.9999999995780224	1.0	1.0
GOTERM_CC_DIRECT	GO:0016324~apical plasma membrane	10	0.02221679145097865	0.0650888893190229	BST2, TF, AHCYL1, NPC1L1, SLC23A1, SLCO2B1, P2RY1, CA4, PDZK1, SLC19A1	315	291	18224	1.9881088747068127	0.9999999986087432	1.0	1.0
UP_SEQ_FEATURE	chain:Putative elongation factor 1-alpha-like 3	2	0.00444335829019573	0.06589811106882024	EEF1A1, EEF1A1P9	340	4	20063	29.504411764705882	1.0	1.0	1.0
UP_SEQ_FEATURE	chain:Elongation factor 1-alpha 1	2	0.00444335829019573	0.06589811106882024	EEF1A1, EEF1A1P9	340	4	20063	29.504411764705882	1.0	1.0	1.0
UP_SEQ_FEATURE	region of interest:Interaction with RANBP9	2	0.00444335829019573	0.06589811106882024	CALB1, DYRK1B	340	4	20063	29.504411764705882	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:1902074~response to salt	2	0.00444335829019573	0.06754342018946245	EDN1, SLC26A5	292	4	16792	28.753424657534246	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0006670~sphingosine metabolic process	2	0.00444335829019573	0.06754342018946245	SPHK2, SGPP1	292	4	16792	28.753424657534246	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0035522~monoubiquitinated histone H2A deubiquitination	2	0.00444335829019573	0.06754342018946245	ASXL1, USP16	292	4	16792	28.753424657534246	1.0	1.0	1.0
KEGG_PATHWAY	hsa04145:Phagosome	7	0.015551754015685055	0.06808881292387875	COMP, DYNC1LI1, TUBB2B, NCF1, M6PR, THBS4, RAB7A	133	150	6879	2.413684210526316	0.99999592698096	1.0	1.0
INTERPRO	IPR001304:C-type lectin	5	0.011108395725489325	0.0685536540311603	KLRF2, CLEC9A, CLEC1B, FREM1, ASGR1	322	89	18559	3.238013818131063	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0034612~response to tumor necrosis factor	3	0.006665037435293595	0.06914712371951084	IGBP1, YTHDC2, CHI3L1	292	25	16792	6.900821917808218	1.0	1.0	1.0
UP_KEYWORDS	DNA replication	5	0.011108395725489325	0.07041932577362037	PRIM1, MCM3, C10ORF2, KAT7, MCM6	341	94	20581	3.210363761153054	0.9999999999385614	1.0	1.0
UP_SEQ_FEATURE	compositionally biased region:Lys-rich	6	0.01333007487058719	0.07165477127760125	TBRG1, TMIE, FAM159B, CCDC50, FRA10AC1, RABL6	340	131	20063	2.7026942074539737	1.0	1.0	1.0
UP_KEYWORDS	Nuclease	6	0.01333007487058719	0.07171748498231806	DNASE2B, ISG20L2, REXO2, JUNB, TSN, DIS3L2	341	134	20581	2.7024554646124224	0.9999999999608244	1.0	1.0
UP_KEYWORDS	Lysosome	9	0.019995112305880785	0.07176388816801171	CTSA, SPHK2, DNASE2B, M6PR, PLBD1, FASLG, CYB561A3, RAB7A, VTI1B	341	263	20581	2.0653747086961856	0.9999999999614501	1.0	1.0
UP_KEYWORDS	Receptor	36	0.07998044922352314	0.07457776864703375	OR2A1, OR8K5, CHRNA3, FLT4, OR2M7, GOSR1, RORC, LRP4, IL5RA, CLEC9A, MS4A4E, TRBV12-3, ASGR1, MS4A4A, ADORA3, P2RY1, MS4A15, EPS8L1, OR4A47, CLEC1B, OR4F5, PAQR8, FCRL1, UNC5B, M6PR, OR1J2, OR10Q1, IL17RC, TSHR, TRHR, CD200R1, OR2L13, KLRF2, PLXNB1, OR52E5, GPRC5D	341	1648	20581	1.3184309426871281	0.999999999985497	1.0	1.0
GOTERM_BP_DIRECT	GO:0006891~intra-Golgi vesicle-mediated transport	3	0.006665037435293595	0.07911846025684671	RAB41, GOSR1, VTI1B	292	27	16792	6.389649923896499	1.0	1.0	1.0
BBID	98.Dietary_Fat_and_Gene_Transcription	2	0.00444335829019573	0.08025966701647819	TF, TXNRD2	9	4	388	21.555555555555554	0.7149123017894841	1.0	1.0
UP_SEQ_FEATURE	repeat:TSP type-3 7	2	0.00444335829019573	0.0816845680395867	COMP, THBS4	340	5	20063	23.603529411764708	1.0	1.0	1.0
UP_SEQ_FEATURE	domain:TSP C-terminal	2	0.00444335829019573	0.0816845680395867	COMP, THBS4	340	5	20063	23.603529411764708	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:TSP type-3 2	2	0.00444335829019573	0.0816845680395867	COMP, THBS4	340	5	20063	23.603529411764708	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:TSP type-3 1	2	0.00444335829019573	0.0816845680395867	COMP, THBS4	340	5	20063	23.603529411764708	1.0	1.0	1.0
UP_SEQ_FEATURE	binding site:Glycerylphosphorylethanolamine (covalent)	2	0.00444335829019573	0.0816845680395867	EEF1A1, EEF1A1P9	340	5	20063	23.603529411764708	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:TSP type-3 6	2	0.00444335829019573	0.0816845680395867	COMP, THBS4	340	5	20063	23.603529411764708	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:TSP type-3 4	2	0.00444335829019573	0.0816845680395867	COMP, THBS4	340	5	20063	23.603529411764708	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:TSP type-3 5	2	0.00444335829019573	0.0816845680395867	COMP, THBS4	340	5	20063	23.603529411764708	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:TSP type-3 8	2	0.00444335829019573	0.0816845680395867	COMP, THBS4	340	5	20063	23.603529411764708	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:TSP type-3 3	2	0.00444335829019573	0.0816845680395867	COMP, THBS4	340	5	20063	23.603529411764708	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0005975~carbohydrate metabolic process	7	0.015551754015685055	0.08170770467818295	GFPT2, AMY1C, CHI3L1, FUT1, GLB1L3, LDHAL6A, B4GALT5	292	174	16792	2.3134939379625252	1.0	1.0	1.0
UP_KEYWORDS	Protein transport	16	0.03554686632156584	0.08297246714361656	RANBP2, SYS1, EXOC7, TIMM9, TGFBRAP1, GOSR1, SNX12, VPS37A, SNX3, RAB20, SCFD2, RAB26, KPNA7, SFT2D1, RAB7A, VTI1B	341	610	20581	1.5830777366472766	0.9999999999992288	1.0	1.0
GOTERM_BP_DIRECT	GO:0007049~cell cycle	8	0.01777343316078292	0.08302548612731213	SEPT9, USP16, SEPT1, E2F2, PKN2, LIN9, CCNO, TAF1	292	217	16792	2.120068177514046	1.0	1.0	1.0
INTERPRO	IPR003367:Thrombospondin, type 3-like repeat	2	0.00444335829019573	0.08354936032013875	COMP, THBS4	322	5	18559	23.054658385093166	1.0	1.0	1.0
